#    201
polymer number    rg squared    mean rg
910.0000   482.6175    21.9083
911.0000    21.9747     4.6198
912.0000   243.4672    15.4360
913.0000   121.0142    10.7918
914.0000    16.1717     3.9376
915.0000   920.1550    30.3154
916.0000    12.3024     3.4578
917.0000    14.2343     3.7360
918.0000   906.1542    30.0489
919.0000    17.6681     4.0379
920.0000    22.7873     4.6873
921.0000    15.1423     3.8148
922.0000    13.4554     3.6165
923.0000   555.6667    23.5147
924.0000    16.9831     4.0651
925.0000    24.1273     4.7701
926.0000   473.6470    21.5866
927.0000   817.2667    28.4463
928.0000    21.2825     4.5504
929.0000   1028.3186    31.9683
930.0000   1000.8763    31.6127
931.0000   384.3129    19.4292
932.0000    17.4505     4.1238
933.0000    19.9318     4.3821
934.0000    20.7509     4.4722
935.0000    15.0126     3.7839
936.0000   247.2464    15.6946
937.0000   1072.1645    32.6953
938.0000    16.9539     4.0434
939.0000    15.2378     3.8656
940.0000   318.9861    17.7084
941.0000    13.6146     3.6390
942.0000   123.3177    11.0495
943.0000    22.7685     4.6930
944.0000   459.4796    21.4242
945.0000   1766.7963    41.9602
946.0000    14.4524     3.7587
947.0000   2913.9298    53.9611
948.0000   1684.4593    41.0198
949.0000    16.9601     3.9323
950.0000    12.4290     3.4873
951.0000    94.3110     9.6475
952.0000    16.2750     3.9507
953.0000    12.5710     3.4682
954.0000   541.9524    23.1816
955.0000   426.2122    20.5387
956.0000   711.0387    26.3396
957.0000   1197.3567    34.3983
958.0000    17.5869     4.1184
959.0000    27.2472     5.1062
960.0000   1578.5881    39.6731
961.0000   524.5831    22.8830
962.0000   1060.5559    32.4864
963.0000    16.0305     3.9591
964.0000    19.8368     4.3225
965.0000   164.6745    12.7476
966.0000    17.3623     4.1400
967.0000    14.5051     3.7498
968.0000    19.1327     4.2494
969.0000   371.2419    19.2006
970.0000    13.5897     3.6482
971.0000    16.3361     3.9476
972.0000   544.4035    23.2719
973.0000    13.4497     3.6262
974.0000   220.3555    14.5335
975.0000    16.2126     3.9565
976.0000   351.6669    18.6704
977.0000    15.4434     3.8651
978.0000    13.4364     3.6215
979.0000   146.5836    12.0282
980.0000   226.4376    14.9920
981.0000   105.4943    10.0490
982.0000    13.3677     3.5627
983.0000    11.3032     3.3240
984.0000   1045.5125    32.2820
985.0000    19.6084     4.2865
986.0000    12.9410     3.5298
987.0000   1012.2054    31.7216
988.0000    22.7294     4.7195
989.0000    16.6697     3.9687
990.0000   1740.9264    41.6875
991.0000    17.6315     4.1128
992.0000    10.0283     3.1388
993.0000   278.8911    16.6066
994.0000   978.4982    31.1357
995.0000   704.9837    26.4789
996.0000    19.6532     4.3588
997.0000    14.3947     3.7042
998.0000   159.2569    12.5409
999.0000    16.7654     4.0438
1000.0000   1511.1447    38.8156
Total Average390.5258  14.6397   0.0000   0.0000
